previous_article,previous_article_text,current_article,current_article_text,number_of_clicks,click_rate
Comics,"[[[6, 6108, 523, 46, 419, 30, 455, 234, 1835, 46, 1835, 5, 1388, 600], [6, 4249, 7, 523, 30, 1361, 17, 109, 1835, 1246, 6, 1908], [0, 1908, 30, 12073, 4, 30, 1465, 5, 190, 241, 199, 6, 79, 73, 0, 1908, 12, 1816, 20]], [[63, 30, 109, 921, 3, 4249], [4249, 2138, 30, 636, 4249, 42, 30, 456, 596, 6, 820], [4249, 539, 30, 4474, 4249, 1230], [5320, 1999, 30, 539, 3, 4249], [6, 361, 4249, 30, 191, 814, 5, 623, 4249, 30, 814, 204, 0, 85], [0, 623, 1388, 10, 4249, 30, 12022, 5, 69, 234, 37, 1388, 10, 623, 4249, 6, 711, 5, 68, 1032]], [[0, 4249, 2138, 6, 0, 104, 112, 30, 5466], [4249, 30, 170, 1388, 10, 5466, 100, 39, 30, 580, 4249, 2138], [0, 4249, 539, 30, 1720, 3, 4249, 2138], [373, 109, 4249, 30, 1034, 34, 39, 30, 149, 580, 4249]], [[6, 4249, 1293, 30, 1140, 273, 131, 1388, 10056], [63, 30, 109, 494, 921, 3, 1388, 10056, 125, 7, 0, 1293, 10056, 0, 269, 10056, 5, 0, 13708, 10056]]]",Superhero,"[[[7, 18561, 30, 7, 6443, 1395, 38, 1508, 4114, 69, 5, 838, 10, 219]], [[1194, 18561, 1140, 33, 30575, 268, 10, 880, 33, 143, 1380, 30, 562, 5, 1605, 73, 1973, 473], [1140, 7, 18561, 30, 14919, 5, 6809], [39, 1140, 33, 7, 8919, 311, 5, 9723]], [[77, 219, 346, 18561, 488, 12745, 11782, 11539, 300, 1451, 453, 0, 19604, 21244, 5, 4284, 787]], [[77, 18561, 88, 1403, 33, 1819, 268, 34, 30, 4544, 562, 1426, 38, 303, 4, 88, 219, 6, 0, 85], [10, 880, 11782, 14219, 36, 33, 130, 18949, 34, 33, 30, 131, 62, 3, 1470, 4, 30, 6416, 5, 7278, 562, 73, 26, 2928]], [[96, 18561, 578, 44, 3004, 7, 1779, 21, 3433, 8891, 46, 11026], [37, 30, 113, 18561, 88, 303, 10, 13455, 4, 346, 38, 39, 30, 113, 127, 39, 54, 30, 667, 4, 2088, 18561, 1409, 5, 213], [52, 113, 18561, 88, 838, 425, 0, 4285, 3, 0, 264, 117, 142, 941, 88, 39, 54, 33, 4, 30, 1610, 10, 83405, 83, 39, 5276, 44, 3004]], [[52, 109, 18561, 33, 7448, 185687, 12, 282, 75, 738, 18561, 6, 0, 241], [11782, 10, 880, 253, 150, 3, 26, 3792, 1475, 6, 669, 3, 103, 5, 21853, 670, 4, 838, 1340, 4, 1449, 873, 117, 12, 1927, 4, 68, 69], [170, 880, 3, 37, 30, 11539, 300, 38, 886, 7, 14402, 242, 12, 18, 94, 2407, 837, 12, 215, 14402, 288, 1129, 75, 26, 163, 5, 1916, 11539, 300, 5152], [49, 37, 11539, 300, 4223, 12, 18, 33, 4, 30, 1442, 17, 26, 268, 5, 234, 20, 4, 275, 68]]]",21,0.14285714285714285
Superman,"[[[12745, 30, 7, 1613, 4249, 539, 1395], [18, 30, 2590, 0, 1194, 18561, 1395], [18, 30, 1210, 21, 4064, 18612, 5, 1984, 31414, 6, 110, 39, 30, 149, 6, 152, 164], [18, 1650, 6, 608, 6108, 495, 6], [168, 18, 1650, 6, 1005, 458, 281, 7362, 1196, 974, 186, 5, 681, 273], [12745, 30, 48, 3, 0, 181, 814, 18561, 5, 30, 6, 0, 8038, 6108], [19, 7, 65943, 18561, 18, 14219, 36, 1916, 1544], [34, 61, 18, 1916, 216, 115120, 18, 33, 7, 8114], [117, 68, 1395, 6, 0, 8038, 5187, 201, 2488, 1062, 3, 12745, 33, 30, 20185, 74, 0, 62], [201, 2018, 33, 282, 12745, 6, 3053, 1835, 5, 816, 281, 488, 11427, 85018, 8764, 98179, 649, 11678, 3257, 22404, 3245, 18321, 3146, 10869, 1614, 48617, 10482, 80561, 1793, 146292, 5, 8958]]]",Superhero,"[[[7, 18561, 30, 7, 6443, 1395, 38, 1508, 4114, 69, 5, 838, 10, 219]], [[1194, 18561, 1140, 33, 30575, 268, 10, 880, 33, 143, 1380, 30, 562, 5, 1605, 73, 1973, 473], [1140, 7, 18561, 30, 14919, 5, 6809], [39, 1140, 33, 7, 8919, 311, 5, 9723]], [[77, 219, 346, 18561, 488, 12745, 11782, 11539, 300, 1451, 453, 0, 19604, 21244, 5, 4284, 787]], [[77, 18561, 88, 1403, 33, 1819, 268, 34, 30, 4544, 562, 1426, 38, 303, 4, 88, 219, 6, 0, 85], [10, 880, 11782, 14219, 36, 33, 130, 18949, 34, 33, 30, 131, 62, 3, 1470, 4, 30, 6416, 5, 7278, 562, 73, 26, 2928]], [[96, 18561, 578, 44, 3004, 7, 1779, 21, 3433, 8891, 46, 11026], [37, 30, 113, 18561, 88, 303, 10, 13455, 4, 346, 38, 39, 30, 113, 127, 39, 54, 30, 667, 4, 2088, 18561, 1409, 5, 213], [52, 113, 18561, 88, 838, 425, 0, 4285, 3, 0, 264, 117, 142, 941, 88, 39, 54, 33, 4, 30, 1610, 10, 83405, 83, 39, 5276, 44, 3004]], [[52, 109, 18561, 33, 7448, 185687, 12, 282, 75, 738, 18561, 6, 0, 241], [11782, 10, 880, 253, 150, 3, 26, 3792, 1475, 6, 669, 3, 103, 5, 21853, 670, 4, 838, 1340, 4, 1449, 873, 117, 12, 1927, 4, 68, 69], [170, 880, 3, 37, 30, 11539, 300, 38, 886, 7, 14402, 242, 12, 18, 94, 2407, 837, 12, 215, 14402, 288, 1129, 75, 26, 163, 5, 1916, 11539, 300, 5152], [49, 37, 11539, 300, 4223, 12, 18, 33, 4, 30, 1442, 17, 26, 268, 5, 234, 20, 4, 275, 68]]]",313,0.1596938775510204
Pseudonym,"[[[7, 16465, 13154, 88, 74019, 46, 14232, 30, 7, 6412, 311, 7, 899, 234, 773, 3, 44, 567, 311], [109, 69, 234, 16465, 488, 1715, 6816, 311, 5, 8874, 912, 311], [69, 234, 16465, 10, 201, 494, 1247, 4, 5708, 3004, 5369, 572], [69, 125, 7, 22423, 52, 234, 16465, 4, 550, 44, 912, 4941, 143], [39854, 86, 488, 912, 311, 2491, 311, 2930, 311, 6816, 311, 7398, 14232, 18561, 3004, 5, 2280, 311]], [[16465, 326, 25, 0, 1622, 1388, 42, 1702, 3523, 311]]]",Superhero,"[[[7, 18561, 30, 7, 6443, 1395, 38, 1508, 4114, 69, 5, 838, 10, 219]], [[1194, 18561, 1140, 33, 30575, 268, 10, 880, 33, 143, 1380, 30, 562, 5, 1605, 73, 1973, 473], [1140, 7, 18561, 30, 14919, 5, 6809], [39, 1140, 33, 7, 8919, 311, 5, 9723]], [[77, 219, 346, 18561, 488, 12745, 11782, 11539, 300, 1451, 453, 0, 19604, 21244, 5, 4284, 787]], [[77, 18561, 88, 1403, 33, 1819, 268, 34, 30, 4544, 562, 1426, 38, 303, 4, 88, 219, 6, 0, 85], [10, 880, 11782, 14219, 36, 33, 130, 18949, 34, 33, 30, 131, 62, 3, 1470, 4, 30, 6416, 5, 7278, 562, 73, 26, 2928]], [[96, 18561, 578, 44, 3004, 7, 1779, 21, 3433, 8891, 46, 11026], [37, 30, 113, 18561, 88, 303, 10, 13455, 4, 346, 38, 39, 30, 113, 127, 39, 54, 30, 667, 4, 2088, 18561, 1409, 5, 213], [52, 113, 18561, 88, 838, 425, 0, 4285, 3, 0, 264, 117, 142, 941, 88, 39, 54, 33, 4, 30, 1610, 10, 83405, 83, 39, 5276, 44, 3004]], [[52, 109, 18561, 33, 7448, 185687, 12, 282, 75, 738, 18561, 6, 0, 241], [11782, 10, 880, 253, 150, 3, 26, 3792, 1475, 6, 669, 3, 103, 5, 21853, 670, 4, 838, 1340, 4, 1449, 873, 117, 12, 1927, 4, 68, 69], [170, 880, 3, 37, 30, 11539, 300, 38, 886, 7, 14402, 242, 12, 18, 94, 2407, 837, 12, 215, 14402, 288, 1129, 75, 26, 163, 5, 1916, 11539, 300, 5152], [49, 37, 11539, 300, 4223, 12, 18, 33, 4, 30, 1442, 17, 26, 268, 5, 234, 20, 4, 275, 68]]]",16,0.07881773399014777
Superhuman,"[[[30575, 1702, 645, 12, 30, 1515, 102, 69, 30, 6523, 667, 4, 88], [20, 30, 7, 1388, 181, 234, 6, 3954, 125, 7, 18561, 4249, 539, 34, 52, 1071, 6, 1121, 3954, 5, 5847, 1005, 5, 539]], [[130, 1395, 6, 539, 46, 1005, 12, 30, 181, 562, 73, 130, 567, 899, 46, 86, 88, 873, 125, 7, 2361, 117, 12745, 30, 203, 4, 30, 30575, 46, 4, 33, 30575, 268]], [[0, 1388, 30575, 107, 52, 1702, 645, 12, 30, 36, 473, 34, 86, 88, 645, 12, 473, 86, 36, 117, 7, 9247, 12, 86, 269, 1605, 73, 7, 899, 86]]]",Superhero,"[[[7, 18561, 30, 7, 6443, 1395, 38, 1508, 4114, 69, 5, 838, 10, 219]], [[1194, 18561, 1140, 33, 30575, 268, 10, 880, 33, 143, 1380, 30, 562, 5, 1605, 73, 1973, 473], [1140, 7, 18561, 30, 14919, 5, 6809], [39, 1140, 33, 7, 8919, 311, 5, 9723]], [[77, 219, 346, 18561, 488, 12745, 11782, 11539, 300, 1451, 453, 0, 19604, 21244, 5, 4284, 787]], [[77, 18561, 88, 1403, 33, 1819, 268, 34, 30, 4544, 562, 1426, 38, 303, 4, 88, 219, 6, 0, 85], [10, 880, 11782, 14219, 36, 33, 130, 18949, 34, 33, 30, 131, 62, 3, 1470, 4, 30, 6416, 5, 7278, 562, 73, 26, 2928]], [[96, 18561, 578, 44, 3004, 7, 1779, 21, 3433, 8891, 46, 11026], [37, 30, 113, 18561, 88, 303, 10, 13455, 4, 346, 38, 39, 30, 113, 127, 39, 54, 30, 667, 4, 2088, 18561, 1409, 5, 213], [52, 113, 18561, 88, 838, 425, 0, 4285, 3, 0, 264, 117, 142, 941, 88, 39, 54, 33, 4, 30, 1610, 10, 83405, 83, 39, 5276, 44, 3004]], [[52, 109, 18561, 33, 7448, 185687, 12, 282, 75, 738, 18561, 6, 0, 241], [11782, 10, 880, 253, 150, 3, 26, 3792, 1475, 6, 669, 3, 103, 5, 21853, 670, 4, 838, 1340, 4, 1449, 873, 117, 12, 1927, 4, 68, 69], [170, 880, 3, 37, 30, 11539, 300, 38, 886, 7, 14402, 242, 12, 18, 94, 2407, 837, 12, 215, 14402, 288, 1129, 75, 26, 163, 5, 1916, 11539, 300, 5152], [49, 37, 11539, 300, 4223, 12, 18, 33, 4, 30, 1442, 17, 26, 268, 5, 234, 20, 4, 275, 68]]]",49,1.0
Cartoon,"[[[7, 7362, 30, 7, 1707], [0, 1388, 7362, 33, 30, 234, 6, 201, 494, 179, 6, 0, 85]]]",Superhero,"[[[7, 18561, 30, 7, 6443, 1395, 38, 1508, 4114, 69, 5, 838, 10, 219]], [[1194, 18561, 1140, 33, 30575, 268, 10, 880, 33, 143, 1380, 30, 562, 5, 1605, 73, 1973, 473], [1140, 7, 18561, 30, 14919, 5, 6809], [39, 1140, 33, 7, 8919, 311, 5, 9723]], [[77, 219, 346, 18561, 488, 12745, 11782, 11539, 300, 1451, 453, 0, 19604, 21244, 5, 4284, 787]], [[77, 18561, 88, 1403, 33, 1819, 268, 34, 30, 4544, 562, 1426, 38, 303, 4, 88, 219, 6, 0, 85], [10, 880, 11782, 14219, 36, 33, 130, 18949, 34, 33, 30, 131, 62, 3, 1470, 4, 30, 6416, 5, 7278, 562, 73, 26, 2928]], [[96, 18561, 578, 44, 3004, 7, 1779, 21, 3433, 8891, 46, 11026], [37, 30, 113, 18561, 88, 303, 10, 13455, 4, 346, 38, 39, 30, 113, 127, 39, 54, 30, 667, 4, 2088, 18561, 1409, 5, 213], [52, 113, 18561, 88, 838, 425, 0, 4285, 3, 0, 264, 117, 142, 941, 88, 39, 54, 33, 4, 30, 1610, 10, 83405, 83, 39, 5276, 44, 3004]], [[52, 109, 18561, 33, 7448, 185687, 12, 282, 75, 738, 18561, 6, 0, 241], [11782, 10, 880, 253, 150, 3, 26, 3792, 1475, 6, 669, 3, 103, 5, 21853, 670, 4, 838, 1340, 4, 1449, 873, 117, 12, 1927, 4, 68, 69], [170, 880, 3, 37, 30, 11539, 300, 38, 886, 7, 14402, 242, 12, 18, 94, 2407, 837, 12, 215, 14402, 288, 1129, 75, 26, 163, 5, 1916, 11539, 300, 5152], [49, 37, 11539, 300, 4223, 12, 18, 33, 4, 30, 1442, 17, 26, 268, 5, 234, 20, 4, 275, 68]]]",31,0.1220472440944882
1643,[[]],1642,[[]],33,0.5409836065573771
1641,[[]],1642,[[]],61,1.0
1639,[[]],1642,[[]],13,0.3611111111111111
Socrates,"[[[10, 0, 2688, 4843, 253, 183512, 24094], [1832, 1832, 30, 48, 3, 0, 353, 1622, 11296], [18, 88, 36, 8737, 130, 1902, 2489, 46, 527], [18, 273, 197, 4019, 1422, 5, 3295, 86, 275, 300, 4, 1906, 1013, 495], [96, 3, 0, 495, 18, 435, 17, 30, 91, 209, 13, 0, 2283], [10607, 39, 30, 4011, 995, 59, 197, 214, 189, 30, 311], [317187, 22593], [0, 76, 122, 3, 24094], [6083, 5, 4344, 21, 7647], [15534], [], [125, 30, 0, 1729, 3, 24094, 12, 11296, 106, 103, 30, 580, 0], [], [], [17946], [], [7, 299, 3, 1622, 4044], [4804, 221, 428, 516], [2072], [0, 199, 5, 0, 185606], [2072], [0, 2836, 25, 129982, 4]], [[24094, 159, 2928, 87, 3, 1231, 938, 1090, 98, 103], [24094, 30, 841, 10, 26, 214, 6, 1832, 596, 2173, 5, 339, 4, 336, 21, 4603, 40932, 7, 18311, 311], [], [0, 523, 3, 26, 801, 5, 336, 30, 0, 1698, 3, 7, 13209, 21, 22593, 42, 30, 580, 0, 112675]], [[96, 3, 102, 53, 346, 59, 24094, 326, 25, 0, 161, 3, 22593, 38, 30, 26, 12898], [24094, 682, 6, 0, 1622, 115, 3, 3264], [26, 3241, 3, 5293, 30, 4, 33, 7, 2469, 17, 1426, 1283], [39, 54, 8737, 77, 389, 3, 1139, 5, 24094, 54, 995, 101, 1712, 102, 39, 1702], [18, 54, 15480, 41, 88, 346, 1096, 120, 841, 4, 1906, 102, 20, 30, 81, 30, 203, 46, 1388, 4, 12, 1261], [37, 30, 114, 580, 0, 79092, 3241, 3, 5293]], [[24094, 30, 1071, 580, 0, 629, 3, 556, 4044], [37, 30, 113, 6, 0, 3295, 18, 17938, 77, 3, 0, 181, 2007, 995, 6, 4044, 995, 42, 30, 149, 1471, 373], [77, 3, 0, 69, 18, 5293, 326, 4, 30, 481, 5, 1299, 117, 22593, 5, 91983]]]",Voltaire,"[[[16620, 5404, 52, 346, 7], [35442, 30, 7, 348, 11296], [18, 30, 3045, 6, 5, 2274, 60, 6, 75149], [18, 2357, 6, 1035, 6]], [[35442, 88, 36, 117, 387, 22, 0, 79, 113, 18, 269, 12, 20, 30, 167, 2535], [18, 52, 88, 36, 117, 0, 512, 5, 269, 12, 69, 189, 30, 949, 4, 733, 102, 39, 303], [212, 18, 88, 36, 117, 1517, 900, 5, 269, 12, 7, 123, 408, 4, 30, 410, 21, 7, 6618, 5, 562, 691], [35442, 33, 4, 682, 6, 4588, 6, 563, 10, 87, 62, 25, 4, 111, 37, 1159, 30, 181, 861], [18, 117, 0, 4044, 3, 279, 17555]], [[35442, 30, 52, 7, 1541], [18, 2432, 109, 539, 6675, 5, 282, 77, 3, 42, 30, 149, 117, 373], [7, 530, 3, 26, 161, 30, 98, 387, 5, 0, 512], [37, 1702, 12, 18, 30, 8315, 22, 34, 399, 181, 814, 1811, 0, 79, 3, 0, 348, 2525], [61, 18, 2357, 22, 464, 35442, 30, 7, 3644, 3, 348, 69], [18, 52, 806, 1121, 5, 2432, 7, 530, 59, 69, 5, 241, 18, 346]], [[35442, 733, 6, 7, 1533, 34, 88, 36, 733, 6, 7, 1533, 4674, 5273, 6, 69, 682, 117, 0, 1377, 1533], [37, 30, 580, 101704], [61, 18, 2357, 6, 1035, 35442, 30, 36, 949, 4, 30, 10598, 6, 7, 512, 113, 18, 88, 36, 733, 6, 0, 1377, 1533]]]",27,0.004245283018867925
Prussia,"[[[13336, 10791, 30, 0, 311, 10, 7, 241, 6, 529, 525], [20, 30, 153, 3, 509, 10, 7, 110, 5, 488, 607, 6, 1690, 317], [0, 311, 15647, 33, 33, 7, 530, 3, 494, 2301, 6, 0, 341, 5, 114], [0, 607, 3, 0, 7723, 55797, 373, 153, 3, 482, 6543, 24942, 5, 193, 828, 1690], [0, 607, 3, 0, 35557, 9519, 7, 129, 3, 1213, 2481, 6, 0, 589], [153, 3, 0, 607, 3, 0, 2613, 3120, 1142, 13336, 7, 39691, 3, 0, 2613, 3120, 42265, 13336, 288, 124, 424, 3, 0, 57908, 213, 3, 18414, 64, 57908, 607, 1038, 46, 587, 509], [29, 920, 92, 25, 0, 589, 207, 0, 426, 153, 3, 0, 514, 2552, 0, 25430, 874, 5, 3929, 509, 25, 4]], [[6, 0, 7640, 837, 234, 0, 311, 13336, 10, 12, 237, 5, 6, 0, 2186, 14628, 0, 92, 3, 13336, 5, 6586, 47, 1456, 244, 1000, 5, 0, 50, 112, 3, 509], [373, 0, 311, 30, 91, 10, 2245, 10096, 46, 1704, 234]], [[0, 311, 13336, 30, 25, 0, 46, 69, 38, 682, 6, 0, 7723, 368, 5, 2199, 0, 167, 15647, 1032], [42265, 13336, 30, 7, 48438, 3, 0, 1859, 3, 1690, 207, 5, 1142, 13336, 30, 153, 3, 1690, 207], [6, 0, 288, 519, 5, 199, 904, 589, 181, 514, 2199, 55797, 465, 269, 39, 30, 153, 3, 0, 514, 513], [39, 269, 0, 15647, 179, 3, 214, 30, 191, 481], [2615, 734], [6627, 455, 68, 69, 645, 81, 408], [44634, 0, 264]], [[25, 0, 288, 589, 37, 365, 13336, 33, 7, 530, 3, 268, 6, 193, 509, 20, 30, 0, 562, 6, 51757, 5, 3674, 5, 20, 33, 0, 181, 69], [6, 9639, 4145, 24753, 1210, 0, 514, 2552, 5, 13336, 30, 0, 313, 3, 0, 2552]]]",Voltaire,"[[[16620, 5404, 52, 346, 7], [35442, 30, 7, 348, 11296], [18, 30, 3045, 6, 5, 2274, 60, 6, 75149], [18, 2357, 6, 1035, 6]], [[35442, 88, 36, 117, 387, 22, 0, 79, 113, 18, 269, 12, 20, 30, 167, 2535], [18, 52, 88, 36, 117, 0, 512, 5, 269, 12, 69, 189, 30, 949, 4, 733, 102, 39, 303], [212, 18, 88, 36, 117, 1517, 900, 5, 269, 12, 7, 123, 408, 4, 30, 410, 21, 7, 6618, 5, 562, 691], [35442, 33, 4, 682, 6, 4588, 6, 563, 10, 87, 62, 25, 4, 111, 37, 1159, 30, 181, 861], [18, 117, 0, 4044, 3, 279, 17555]], [[35442, 30, 52, 7, 1541], [18, 2432, 109, 539, 6675, 5, 282, 77, 3, 42, 30, 149, 117, 373], [7, 530, 3, 26, 161, 30, 98, 387, 5, 0, 512], [37, 1702, 12, 18, 30, 8315, 22, 34, 399, 181, 814, 1811, 0, 79, 3, 0, 348, 2525], [61, 18, 2357, 22, 464, 35442, 30, 7, 3644, 3, 348, 69], [18, 52, 806, 1121, 5, 2432, 7, 530, 59, 69, 5, 241, 18, 346]], [[35442, 733, 6, 7, 1533, 34, 88, 36, 733, 6, 7, 1533, 4674, 5273, 6, 69, 682, 117, 0, 1377, 1533], [37, 30, 580, 101704], [61, 18, 2357, 6, 1035, 35442, 30, 36, 949, 4, 30, 10598, 6, 7, 512, 113, 18, 88, 36, 733, 6, 0, 1377, 1533]]]",10,0.009881422924901186
Antisemitism,"[[[38118, 30, 0, 8936, 3, 46, 13029, 98, 12471], [38118, 33, 7, 173, 299, 34, 0, 181, 219, 346, 743, 3, 811, 16494, 30, 0, 5524, 52, 346, 7, 0, 294, 2124, 7, 4806, 42, 1927, 118, 5], [0, 394, 30, 4, 4366, 169, 6642, 3, 0, 1316, 69, 6, 525, 5, 60, 4, 3, 101, 30, 1916], [204, 228, 93, 291, 12471, 30, 1916, 113, 3, 0, 3929, 329, 12497, 6540], [18, 203, 12, 12471, 30, 7, 3452, 129, 17, 6523, 978, 2047]], [[38118, 30, 149, 861, 373], [6, 7, 1672, 21, 0, 15903, 520, 313, 64, 3, 0, 1172, 902, 699, 828, 123, 1887, 33, 191, 978, 2166, 3, 12471], [91, 3, 2434, 3, 2863, 1172, 5, 3, 5875, 255, 33, 7, 219, 1139, 3], [6, 7, 1672, 3, 1316, 69, 6, 525, 269, 12, 38118, 33, 686, 6, 0, 341, 174, 62, 5, 33, 269, 59, 483, 123, 113, 39, 998, 576, 8106, 2854], [5281, 1340, 98, 2705, 644, 393], [], [77, 11089, 1388, 488, 5], [0, 13843, 3, 3144, 2393, 5029], []]]",Voltaire,"[[[16620, 5404, 52, 346, 7], [35442, 30, 7, 348, 11296], [18, 30, 3045, 6, 5, 2274, 60, 6, 75149], [18, 2357, 6, 1035, 6]], [[35442, 88, 36, 117, 387, 22, 0, 79, 113, 18, 269, 12, 20, 30, 167, 2535], [18, 52, 88, 36, 117, 0, 512, 5, 269, 12, 69, 189, 30, 949, 4, 733, 102, 39, 303], [212, 18, 88, 36, 117, 1517, 900, 5, 269, 12, 7, 123, 408, 4, 30, 410, 21, 7, 6618, 5, 562, 691], [35442, 33, 4, 682, 6, 4588, 6, 563, 10, 87, 62, 25, 4, 111, 37, 1159, 30, 181, 861], [18, 117, 0, 4044, 3, 279, 17555]], [[35442, 30, 52, 7, 1541], [18, 2432, 109, 539, 6675, 5, 282, 77, 3, 42, 30, 149, 117, 373], [7, 530, 3, 26, 161, 30, 98, 387, 5, 0, 512], [37, 1702, 12, 18, 30, 8315, 22, 34, 399, 181, 814, 1811, 0, 79, 3, 0, 348, 2525], [61, 18, 2357, 22, 464, 35442, 30, 7, 3644, 3, 348, 69], [18, 52, 806, 1121, 5, 2432, 7, 530, 59, 69, 5, 241, 18, 346]], [[35442, 733, 6, 7, 1533, 34, 88, 36, 733, 6, 7, 1533, 4674, 5273, 6, 69, 682, 117, 0, 1377, 1533], [37, 30, 580, 101704], [61, 18, 2357, 6, 1035, 35442, 30, 36, 949, 4, 30, 10598, 6, 7, 512, 113, 18, 88, 36, 733, 6, 0, 1377, 1533]]]",54,0.059471365638766524
Scotland,"[[[2406, 30, 7, 3366, 241, 4, 528, 17, 109, 1319, 3076, 5, 3006, 2694]], [[332, 30, 4, 2406]], [], [[], [2406, 3351, 13913, 21240, 30, 48, 3, 0, 133, 123, 12, 159, 60, 0, 104, 1859], [20, 30, 0, 529, 343, 3, 0, 583, 3, 353, 695, 385, 17, 109, 68, 583, 17, 59, 174, 93, 69, 682, 63], [4, 0, 139, 3, 2406, 30, 563, 0, 193, 937, 4, 0, 322, 0, 2353, 2561, 4, 0, 259, 5, 0, 1838, 937, 4, 0, 139, 322]], [[2406, 30, 442, 7, 920, 123, 5, 33, 47, 261, 9074, 34, 30, 114, 6, 7, 354, 17, 563, 2510, 5, 529, 1322, 42, 30, 580, 0, 104, 1859], [6, 0, 691, 3, 2406, 870, 8553, 399, 691, 3, 563, 317, 113, 2060, 3218, 41, 3, 563, 2357, 5, 33, 84, 630, 46, 1131, 4, 190, 71, 241, 7, 691, 46, 2060], [6, 0, 668, 3, 2406, 1429, 17, 0, 668, 3, 563, 4, 399, 0, 668, 3, 353, 695]], [[151, 413, 2406, 30, 36, 920, 983, 299, 20, 33, 33, 47, 261, 830, 278, 512, 164, 5], [0, 3351, 513, 1210, 7, 50, 5, 1528, 250, 92, 307, 21, 0, 3351, 42378, 5, 4118, 44, 209, 5, 1213, 1158], [20, 30, 37, 250, 92, 871, 73, 7, 6568, 5, 1140, 19000, 10151, 1117, 12, 6, 1261, 7481, 9909], [108, 2406, 33, 33, 47, 261, 668, 0, 3351, 668], [20, 30, 66585, 25, 0, 297, 668, 42, 149, 424, 109, 873, 4641, 2406]], [[13, 441, 7, 3160, 13, 1372, 25, 0, 104, 1859, 190, 241], [7, 902, 538, 4, 1087, 6, 0, 104, 311, 3092]], [[0, 2808, 3, 2406, 30, 1185, 17, 7, 298, 23636, 1007], [37, 30, 0, 1007, 3, 2759, 2631, 38, 30, 0, 9600, 2759, 3, 2406], [77, 68, 4380, 234, 10, 2406, 30, 7, 27273, 5, 7, 6657, 9526]], [[0, 351, 115, 3, 2406, 30, 6869, 13, 0, 322, 954, 34, 0, 365, 115, 30, 7114, 13, 0, 259, 954], [68, 115, 6, 2406, 30, 11971, 14136, 25151, 9209, 5, 17605]]]",Voltaire,"[[[16620, 5404, 52, 346, 7], [35442, 30, 7, 348, 11296], [18, 30, 3045, 6, 5, 2274, 60, 6, 75149], [18, 2357, 6, 1035, 6]], [[35442, 88, 36, 117, 387, 22, 0, 79, 113, 18, 269, 12, 20, 30, 167, 2535], [18, 52, 88, 36, 117, 0, 512, 5, 269, 12, 69, 189, 30, 949, 4, 733, 102, 39, 303], [212, 18, 88, 36, 117, 1517, 900, 5, 269, 12, 7, 123, 408, 4, 30, 410, 21, 7, 6618, 5, 562, 691], [35442, 33, 4, 682, 6, 4588, 6, 563, 10, 87, 62, 25, 4, 111, 37, 1159, 30, 181, 861], [18, 117, 0, 4044, 3, 279, 17555]], [[35442, 30, 52, 7, 1541], [18, 2432, 109, 539, 6675, 5, 282, 77, 3, 42, 30, 149, 117, 373], [7, 530, 3, 26, 161, 30, 98, 387, 5, 0, 512], [37, 1702, 12, 18, 30, 8315, 22, 34, 399, 181, 814, 1811, 0, 79, 3, 0, 348, 2525], [61, 18, 2357, 22, 464, 35442, 30, 7, 3644, 3, 348, 69], [18, 52, 806, 1121, 5, 2432, 7, 530, 59, 69, 5, 241, 18, 346]], [[35442, 733, 6, 7, 1533, 34, 88, 36, 733, 6, 7, 1533, 4674, 5273, 6, 69, 682, 117, 0, 1377, 1533], [37, 30, 580, 101704], [61, 18, 2357, 6, 1035, 35442, 30, 36, 949, 4, 30, 10598, 6, 7, 512, 113, 18, 88, 36, 733, 6, 0, 1377, 1533]]]",24,0.004095563139931741
